date,EUR,JPY,GBP,AUD,CAD,CHF,CNY,HKD,NZD,SEK,KRW,SGD,NOK,MXN,INR,RUB,ZAR,TRY,BRL,TWD,DKK,PLN,THB,IDR,HUF,CZK,ILS,CLP,PHP,AED,COP,SAR,MYR,RON
10/21/2017,0.851249223,113.6137037,0.759645067,1.279216284,1.262640294,0.984475169,6.630534855,7.80430735,1.436945789,8.1698369,1133.694216,1.361192427,7.986549899,18.99428604,65.07837955,57.4645919,13.65152285,3.672285227,3.194015561,30.26710548,6.321158094,3.600658831,33.28799287,13521.40202,261.6183999,21.79180915,3.491314085,628.3457116,51.62463091,3.674543768,2934.416574,3.751147266,4.228950963,3.908011313
10/22/2017,0.850958382,113.6091099,0.759930433,1.278723462,1.262318496,0.984282344,6.628570855,7.803335814,1.437123076,8.178526723,1134.101458,1.361424971,7.98447851,18.99782155,65.04625747,57.39502077,13.66680114,3.674182754,3.19387047,30.27559689,6.320176344,3.601596812,33.28799186,13518.96397,261.7632021,21.79410709,3.492335795,628.3274234,51.62637429,3.67403146,2940.007748,3.752085103,4.229277053,3.907946962
10/23/2017,0.853357003,114.144385,0.759673307,1.28097837,1.263786106,0.986077399,6.642731524,7.802857283,1.441782858,8.183096703,1134.824027,1.3631529,7.998353983,19.00551476,65.09653519,57.53716259,13.69496063,3.68787005,3.192764283,30.25438347,6.335048846,3.606462831,33.31211127,13520.32467,262.0343771,21.83981825,3.494936933,628.5124853,51.58920077,3.673298589,2935.921811,3.750631389,4.226457921,3.914960474
10/24/2017,0.853263333,113.4411725,0.75885587,1.280033948,1.264097215,0.984681581,6.648069855,7.801707273,1.433190847,8.202586914,1130.6531,1.361200597,8.001112058,19.07638243,65.04264564,57.5252507,13.70237564,3.714120731,3.238309462,30.2916121,6.334415161,3.602098781,33.27142228,13540.94727,262.1489468,21.83246364,3.492453197,633.4972269,51.55004904,3.673863378,2953.35839,3.750476406,4.238464772,3.913032916
10/25/2017,0.852976665,114.0530236,0.763305587,1.286146499,1.267271994,0.990914323,6.643746192,7.805044998,1.449887039,8.22886463,1131.366708,1.363189186,8.009784975,19.23733189,65.08883405,57.6378159,13.75269895,3.73886063,3.244240794,30.28274732,6.332538867,3.616172274,33.30125143,13532.35126,263.6776424,21.77822073,3.504467764,632.5486672,51.87285059,3.673087764,2981.268636,3.750329649,4.234300423,3.912730177
10/26/2017,0.848362418,113.6577773,0.754842773,1.297372368,1.279563306,0.988914598,6.648093877,7.803769584,1.45208586,8.21559385,1128.118608,1.359358157,8.011711103,19.10123934,64.85585568,57.75507403,14.08787961,3.760676217,3.233078161,30.28243283,6.299295266,3.594517266,33.2620612,13579.36955,262.3363928,21.64525789,3.510895446,629.5690778,51.78862616,3.672973767,2998.39824,3.750314137,4.234846809,3.892054659
10/27/2017,0.862319516,114.2260759,0.763288659,1.305443244,1.2851201,0.998122889,6.649441181,7.802288403,1.464015318,8.37144063,1130.120664,1.36820466,8.184613307,19.19287363,64.86136527,57.87441942,14.24066828,3.820120605,3.290078787,30.24673039,6.397555389,3.661589401,33.35997704,13645.80607,266.9776518,22.07319428,3.526907571,634.8570603,52.03627769,3.673164006,3018.802187,3.750808865,4.235553884,3.953460793
10/28/2017,0.864462108,113.7786274,0.763287844,1.302649424,1.281184623,0.997884929,6.659052021,7.804483911,1.45547165,8.365094918,1126.25153,1.364777258,8.143829596,19.13672204,64.97181199,58.12168802,14.10715676,3.788563064,3.235977478,30.18256315,6.41184651,3.664513251,33.35897158,13606.89436,267.3872407,22.06927172,3.534140848,635.4173498,51.70535667,3.671855863,3013.387409,3.750017816,4.24399126,3.976795461
10/29/2017,0.864464204,113.776159,0.763324821,1.301493715,1.280498724,0.997789717,6.658261237,7.804042458,1.455264553,8.371981101,1125.865537,1.364886383,8.143152072,19.1957593,65.05026163,58.16216865,14.10143339,3.792654332,3.236025857,30.2035935,6.410699013,3.665870766,33.38325587,13617.79574,268.3115545,22.05363343,3.536167772,635.4200907,51.73462545,3.671400062,3013.185263,3.750407044,4.24430559,3.978998793
10/30/2017,0.86484573,113.8417619,0.763041761,1.304629042,1.283173573,0.998078658,6.663219767,7.804007159,1.458994469,8.37271513,1126.391617,1.365970321,8.158998497,19.1606183,65.04502616,58.13587684,14.10509571,3.786442125,3.237187445,30.20565592,6.414281796,3.66569386,33.33944524,13614.78189,267.5875452,22.09591,3.530349589,635.4206509,51.69984437,3.673067514,3013.216451,3.750100443,4.238439986,3.972016631
10/31/2017,0.861139149,113.0942068,0.758410835,1.299131419,1.282597252,0.994776471,6.654816513,7.800360532,1.454522707,8.355071884,1125.038236,1.3602798,8.150373944,19.23199624,64.85281484,57.93946275,14.05250059,3.780607039,3.288672262,30.22366155,6.388408726,3.653733058,33.30852189,13579.59782,267.0559251,22.01880002,3.525331578,639.2994122,51.73586088,3.673027915,3027.178621,3.750086717,4.238127718,3.948819562
11/1/2017,0.861185937,113.7591431,0.753753529,1.305705941,1.289217493,0.997739464,6.641110496,7.801823468,1.449670464,8.380280184,1119.252394,1.362341765,8.16512669,19.17467829,64.68817322,58.27430066,14.13300035,3.789300449,3.271035691,30.18701621,6.388715366,3.644226068,33.3139681,13558.87167,267.2964274,22.0148308,3.520051535,636.4496711,51.67536803,3.673027783,3045.210028,3.75023498,4.234185029,3.953945712
11/2/2017,0.862992369,114.2696455,0.7558981,1.302660247,1.287471563,1.002597125,6.615933079,7.801830109,1.45236801,8.404166642,1111.473635,1.360630932,8.144079387,19.11211624,64.56497383,58.24145048,14.06682156,3.818439825,3.267771389,30.18328222,6.402086379,3.646461566,33.23889167,13564.11529,267.3768634,21.98720273,3.509727276,635.0574613,51.56223784,3.673136904,3069.839267,3.750223346,4.232233904,3.96182701
11/3/2017,0.86060105,114.1219359,0.767890208,1.296328099,1.280749914,0.99929699,6.616949093,7.803226049,1.447784792,8.399319367,1113.244079,1.358937299,8.134644241,18.98689538,64.53229761,58.26891185,13.98699058,3.801171372,3.268110461,30.20593732,6.385366893,3.638031132,33.18846763,13550.8886,266.7304186,22.02930083,3.508911591,629.0014939,51.45429024,3.673036859,3031.657875,3.750151766,4.234635153,3.947405928
11/4/2017,0.864512446,114.1494775,0.76648217,1.306885371,1.275919056,1.000395638,6.643279611,7.801138474,1.448688675,8.436881841,1116.356547,1.364699654,8.175453131,19.19910642,64.59657313,59.01413664,14.22390292,3.888198521,3.313716826,30.1977327,6.412173412,3.662031302,33.31901011,13498.91737,267.7955095,22.11548882,3.507951874,634.4998993,51.35463488,3.67133,3039.115541,3.74868,4.236261238,3.947631431
11/5/2017,0.864344772,114.144851,0.766280767,1.306422654,1.275910113,1.000734407,6.644438109,7.801358099,1.448941677,8.44980175,1115.841333,1.364838714,8.175362124,19.2364701,64.56063643,59.09877626,14.22381472,3.889136634,3.313929888,30.21752568,6.415113236,3.663657779,33.31315651,13498.35127,268.3040859,22.10567242,3.513290833,634.4747547,51.35055744,3.671424071,3039.167919,3.755427016,4.236436078,3.945181796
11/6/2017,0.864054892,114.2846038,0.76626083,1.307102657,1.276197814,1.0003909,6.647341467,7.802897356,1.448722307,8.437178419,1115.938441,1.364551145,8.164940658,19.18029502,64.59114274,58.92875952,14.20750696,3.883113289,3.314825423,30.22193593,6.410454661,3.660556542,33.25365148,13496.90029,267.7279885,22.10802656,3.509989386,634.4987341,51.28913872,3.672624725,3040.308529,3.750096441,4.237443452,3.959444552
11/7/2017,0.864268317,113.8684514,0.760710545,1.300869377,1.271455355,0.997822482,6.643333719,7.802392921,1.441957891,8.401463008,1115.206896,1.362128759,8.133584417,19.05139745,64.60713297,58.29142792,14.10726779,3.829525143,3.249336585,30.22213976,6.411323021,3.656211332,33.19934586,13496.80886,267.9047081,22.01010797,3.507375226,632.9956819,51.21089417,3.673023085,3042.740687,3.749901676,4.230299628,3.95598779
11/8/2017,0.865121522,113.8601643,0.760773274,1.306489085,1.27638246,0.998352084,6.649493775,7.804808079,1.448403281,8.391452511,1114.035179,1.363068206,8.161160864,19.1381101,65.14905103,59.37752915,14.22297355,3.886110527,3.271439143,30.20964711,6.418661189,3.664559934,33.23164591,13519.59777,268.4023676,22.01876284,3.516550543,634.3975092,51.47222755,3.673060835,3039.916494,3.750789616,4.229880836,3.993717428
11/9/2017,0.86573172,114.0274558,0.764289873,1.30237924,1.272884613,0.99997752,6.63664377,7.797809345,1.439048915,8.388100264,1114.577431,1.362130405,8.16161889,19.10547997,64.92333663,59.21126545,14.15412441,3.86822596,3.254867146,30.20936784,6.423400234,3.66071222,33.21644372,13511.63583,269.1515447,22.06972595,3.509515051,631.6996202,51.29902548,3.672984489,3022.589512,3.750415132,4.228166173,3.990952365
